Parent,Child,Origin_time
8086,85378,21
37079,89149,21
97082,11203,21
79704,18293,21
97082,49898,21
58672,55062,21
92078,58244,21
50581,67673,21
12451,98161,21
15560,15559,22
45468,45470,22
68713,68712,22
68713,68714,22
97082,97080,22
97082,97084,22
99157,99156,22
4906,7168,22
28864,5448,22
43480,14167,22
87787,33533,22
61226,40690,22
72708,53277,22
45468,58913,22
12451,59837,22
65310,60566,22
97082,87823,22
5338,25833,22
71962,29879,22
8979,39239,22
71962,50808,22
72708,64446,22
68322,90671,22
61628,99716,22
5872,5874,23
7772,7770,23
33813,33811,23
49215,49218,23
65310,65313,23
72708,72705,23
80676,80677,23
94486,94485,23
94486,94487,23
94486,94489,23
51084,62584,23
88889,1963,23
38622,15054,23
97082,16653,23
88889,24457,23
71962,53590,23
87787,54697,23
98012,57743,23
72706,82758,23
42803,86706,23
52662,89918,23
38622,1672,23
9223,13038,23
8086,19910,23
58672,23475,23
29689,26471,23
47182,33457,23
33813,38519,23
94486,49529,23
8086,51852,23
92078,94132,23
12451,12449,24
33813,33810,24
47357,47356,24
65310,65312,24
71962,71960,24
94486,94483,24
92078,28168,24
49215,34806,24
68912,76365,24
58671,821,24
65310,1001,24
65310,1707,24
88889,3773,24
94486,10985,24
29689,15396,24
71962,37369,24
58671,40570,24
65310,71342,24
33813,93984,24
87787,13267,24
84515,28198,24
36118,30134,24
67085,30359,24
47357,32620,24
76369,57527,24
69931,78809,24
50581,93102,24
12451,12452,25
18718,18719,25
46136,46135,25
71186,71184,25
80676,80679,25
86715,86713,25
87787,87788,25
4905,5717,25
46136,12313,25
80676,12781,25
75622,18477,25
8085,19784,25
79704,25003,25
29689,26438,25
4905,41211,25
65310,43003,25
87787,46194,25
46136,49921,25
59430,51290,25
58671,53293,25
71186,64654,25
66310,67748,25
9195,77951,25
47357,80616,25
4905,80714,25
65310,82235,25
58995,82741,25
58486,86249,25
71962,87245,25
99157,11662,25
15559,14183,25
18718,17975,25
80274,19336,25
58486,21231,25
87787,49570,25
88889,66625,25
4905,69897,25
71962,74096,25
71962,79076,25
68713,91879,25
76260,94139,25
29689,29688,26
49215,49216,26
52662,52661,26
60566,60565,26
81364,81365,26
94486,94484,26
98293,98292,26
92077,5067,26
94486,14905,26
94132,17142,26
98161,18224,26
86686,22737,26
88889,23736,26
61226,27291,26
94486,28963,26
71186,33492,26
94132,38036,26
26471,50101,26
46136,59044,26
94132,71283,26
94132,72334,26
26471,77906,26
6443,78992,26
52662,85779,26
46136,95526,26
97084,2421,26
15559,8510,26
65310,19835,26
76365,21929,26
81364,31545,26
52662,37408,26
58671,38836,26
71186,60812,26
76365,63185,26
38616,64256,26
9195,67146,26
51084,70930,26
94132,72096,26
54355,79231,26
82758,98774,26
25833,25832,27
38078,38079,27
38616,38615,27
47356,47353,27
50808,50807,27
58913,58912,27
65313,65311,27
71186,71185,27
71186,71187,27
86715,86716,27
99146,99147,27
80274,47272,27
76365,55500,27
51084,84161,27
52662,5716,27
29411,8956,27
94132,11434,27
47357,13656,27
26471,17656,27
94132,18426,27
52085,19868,27
96798,20852,27
71293,33180,27
94132,37606,27
50808,38416,27
38616,46449,27
62238,48097,27
40690,50551,27
47356,54443,27
26471,57780,27
58913,64734,27
47356,69872,27
71962,74346,27
54697,74918,27
75622,77960,27
50808,78449,27
47356,80365,27
50808,82424,27
75622,91331,27
58913,93490,27
71186,94460,27
97084,98075,27
38616,2579,27
46136,5379,27
82758,8038,27
42803,8912,27
28867,18669,27
82758,20489,27
86686,21742,27
46136,34750,27
67085,47946,27
47356,56496,27
58913,56971,27
25833,57395,27
47356,58798,27
38616,61285,27
18718,64010,27
60566,64243,27
50808,65988,27
60566,71408,27
80676,84971,27
38078,89481,27
54697,91116,27
59327,99723,27
1001,999,28
16653,16651,28
16653,16655,28
26471,26473,28
28546,28547,28
33533,33534,28
38078,38076,28
38519,38517,28
49215,49217,28
49266,49268,28
49570,49569,28
51852,51853,28
58913,58914,28
66625,66622,28
67146,67148,28
70319,70318,28
80714,80715,28
99156,99158,28
33810,90307,28
80274,96058,28
7770,97301,28
51084,98652,28
26471,5817,28
87787,7305,28
54697,31398,28
94485,33698,28
11203,34004,28
14167,39688,28
59837,45484,28
38616,49675,28
46136,50449,28
87787,52846,28
94132,63135,28
1672,69310,28
94132,72277,28
54697,73551,28
38616,78288,28
94485,85037,28
86713,87054,28
18718,91344,28
3773,92876,28
80714,95954,28
47356,99578,28
71962,4905,28
1672,7379,28
99156,7821,28
54697,20175,28
38616,20414,28
97084,20901,28
94132,22920,28
87787,23135,28
38616,27626,28
49218,27893,28
33810,31090,28
86713,37080,28
46136,43343,28
50808,43936,28
97084,52049,28
65313,59932,28
25833,71900,28
38616,72202,28
33533,76788,28
5448,79643,28
54697,80141,28
1672,87383,28
32620,87488,28
12452,87568,28
47356,95112,28
33810,96900,28
1001,1003,29
1672,1671,29
1963,1964,29
25003,25001,29
26471,26470,29
47356,47355,29
54355,54357,29
58913,58915,29
66625,66621,29
67146,67150,29
67748,67747,29
97084,97081,29
32620,991,29
18224,1734,29
72708,6487,29
28864,7088,29
19024,7154,29
80539,8542,29
19024,11121,29
26471,17387,29
67748,18690,29
33533,23629,29
94132,23783,29
1672,24103,29
50808,34110,29
72334,36143,29
67748,39696,29
97084,46625,29
67673,47301,29
60566,53052,29
94132,57676,29
58486,59970,29
13267,64994,29
54697,67139,29
54697,69000,29
1001,80836,29
97084,81766,29
61628,82816,29
66625,84390,29
72708,87970,29
28864,92744,29
28546,95187,29
14167,97137,29
3773,97144,29
58913,2169,29
45470,5814,29
59430,6179,29
62584,8740,29
99000,11218,29
62981,12862,29
25833,14679,29
51852,15899,29
72708,16665,29
1672,17181,29
97080,21248,29
85378,25622,29
97084,30752,29
13204,39176,29
49570,39583,29
67146,42567,29
71962,47744,29
50808,47937,29
1707,48711,29
47927,56029,29
14167,62593,29
86713,65766,29
10985,67039,29
24457,67101,29
67748,70815,29
4623,71258,29
72334,73084,29
46136,75896,29
87788,80577,29
13267,81907,29
58770,87739,29
66625,91382,29
7770,93775,29
1672,96095,29
94485,97634,29
49570,98167,29
1672,99689,29
1707,1705,30
11203,11204,30
14167,14166,30
19024,19025,30
38519,38520,30
47356,47352,30
47356,47354,30
49570,49568,30
59430,59429,30
60812,60811,30
64654,64652,30
64654,64653,30
67146,67145,30
67673,67674,30
80676,80678,30
93984,93985,30
94486,94488,30
98652,98654,30
38519,22487,30
76365,43155,30
38519,49355,30
50100,91956,30
67146,92663,30
64654,3856,30
58913,5417,30
67748,6288,30
58671,13576,30
64654,28469,30
62981,28952,30
60812,31655,30
47356,33055,30
94132,33514,30
52661,36772,30
80714,36789,30
52661,43313,30
38616,47635,30
72334,48592,30
64256,53364,30
94485,54684,30
46136,72390,30
42803,73196,30
94486,76088,30
52661,78498,30
18718,86952,30
59837,87267,30
98161,89068,30
72705,92450,30
98161,92531,30
58913,1228,30
14905,3446,30
13267,11453,30
1672,17758,30
91879,19958,30
50808,20938,30
25833,34762,30
80714,40530,30
85779,40911,30
51084,45389,30
5448,46440,30
98293,48328,30
47356,63791,30
88889,69594,30
10985,79739,30
1707,83269,30
71184,88160,30
85779,91691,30
7770,92773,30
1672,95136,30
1672,95893,30
80714,96430,30
26471,99162,30
13267,13269,31
19024,19027,31
22737,22735,31
22737,22736,31
25832,25835,31
29688,29689,31
29688,29690,31
29688,29691,31
33810,33812,31
38519,38518,31
38622,38623,31
40570,40568,31
40570,40569,31
41211,41210,31
52661,52660,31
65988,65989,31
65988,65990,31
65988,65991,31
67146,67147,31
69897,69900,31
78992,78991,31
85779,85776,31
91116,91119,31
95526,95525,31
50100,5568,31
31090,3243,31
69897,8239,31
1672,8811,31
1672,18553,31
67748,20104,31
49266,20658,31
25832,21175,31
31090,23477,31
49266,29017,31
22737,29495,31
59837,43984,31
38079,45548,31
31090,48348,31
20901,52539,31
71185,53422,31
67748,60124,31
61285,60515,31
64654,61956,31
64654,62778,31
64654,65018,31
67748,66310,31
65988,76867,31
95526,78909,31
38036,80909,31
46136,82873,31
61285,83927,31
13267,84628,31
82424,85969,31
22737,86686,31
22737,88801,31
72202,90025,31
72202,93940,31
97084,99275,31
1707,3241,31
46136,3397,31
64654,5752,31
8956,9177,31
47946,11209,31
72202,12131,31
91879,23416,31
5817,24709,31
99156,30362,31
22737,30432,31
72277,41135,31
99158,44275,31
65988,45613,31
31090,48781,31
76365,50433,31
38519,52959,31
91116,55476,31
80676,62574,31
20901,71660,31
991,72126,31
40570,83223,31
72705,84511,31
79076,86823,31
30134,97554,31
991,990,32
1001,998,32
2169,2170,32
7088,7086,32
7821,7819,32
24103,24102,32
34004,34003,32
39239,39238,32
48097,48098,32
49570,49572,32
56496,56495,32
59837,59839,32
60565,60564,32
63135,63130,32
63135,63132,32
63135,63137,32
69897,69899,32
71962,71963,32
72277,72279,32
78809,78808,32
80679,80675,32
80714,80713,32
84161,84158,32
97084,97083,32
49268,5735,32
51853,97651,32
1672,407,32
46136,4478,32
71187,6285,32
47354,8452,32
22737,9802,32
60812,12314,32
34004,14926,32
48097,17477,32
50808,18502,32
50808,18528,32
50808,23614,32
67748,23865,32
63135,24527,32
12313,25854,32
65988,26551,32
57780,27513,32
56496,27580,32
72334,30449,32
52661,31946,32
54697,32884,32
24103,37328,32
45484,42404,32
54697,44470,32
5817,46029,32
14905,48364,32
69897,48400,32
63185,50218,32
1707,51112,32
91116,53579,32
29688,54367,32
26471,57187,32
52661,57348,32
72202,58831,32
65988,60138,32
69897,64071,32
71962,64224,32
47356,66011,32
94486,68144,32
69897,68535,32
34004,70418,32
54697,70843,32
92531,71894,32
65988,73298,32
12781,78687,32
67748,79584,32
38616,80374,32
71187,90600,32
25832,94733,32
67748,96149,32
991,96648,32
63135,97153,32
64654,511,32
50808,1251,32
14167,1390,32
5817,1408,32
61285,3212,32
7088,6914,32
72277,10090,32
51853,15936,32
64654,17803,32
59837,28104,32
69897,28448,32
71962,36850,32
95526,37295,32
25832,38981,32
40570,43261,32
18224,44341,32
50808,47505,32
31090,47888,32
38616,51049,32
72277,54008,32
67748,58660,32
93984,62486,32
7770,62775,32
37606,62800,32
78288,62818,32
25832,67473,32
20901,80319,32
95526,83038,32
52661,86383,32
67748,86434,32
78288,88088,32
2169,96123,32
2579,2581,33
5379,5380,33
7772,7771,33
8956,8955,33
12862,12860,33
17758,17757,33
20489,20487,33
20901,20902,33
25833,25834,33
31545,31544,33
33534,33532,33
34004,34005,33
37080,37081,33
48097,48094,33
48097,48095,33
56496,56494,33
63135,63131,33
64994,64996,33
67146,67149,33
72202,72203,33
72277,72276,33
80679,80676,33
87488,87489,33
94139,94140,33
47744,28374,33
62593,69316,33
51853,80893,33
1672,2245,33
69897,5263,33
80714,8503,33
40568,12353,33
37080,12554,33
65988,18160,33
58913,21260,33
22737,21834,33
1672,23357,33
2169,24378,33
97084,25579,33
80714,25986,33
22737,35297,33
78992,43866,33
94483,44545,33
14905,44599,33
57780,47046,33
67150,48218,33
29411,49575,33
999,52088,33
4897,52279,33
60565,54186,33
77960,58322,33
48097,58602,33
52661,59648,33
47635,60459,33
1707,63166,33
65988,64611,33
69897,66970,33
65988,69083,33
72202,70976,33
92744,71584,33
5817,72297,33
91116,72517,33
78288,74602,33
94460,76883,33
82873,78004,33
79076,78443,33
69897,80311,33
78288,82548,33
69897,85846,33
57780,87755,33
51290,89862,33
80714,92443,33
12862,92971,33
78288,93204,33
18690,96644,33
57780,97938,33
59970,3268,33
97081,3910,33
13656,4778,33
67150,5628,33
86715,10876,33
18224,12714,33
94132,13850,33
80679,16976,33
8956,17158,33
8956,22956,33
82873,27190,33
67150,27908,33
99156,30562,33
80679,31100,33
7770,31540,33
97081,34326,33
49218,36818,33
82424,37182,33
31090,37687,33
18426,43740,33
94139,47810,33
79076,50418,33
31090,56041,33
97081,63871,33
86713,64439,33
15559,64966,33
43155,65776,33
8956,67486,33
94484,69136,33
57780,69816,33
78288,70979,33
95526,76428,33
92531,76670,33
99723,77490,33
49218,77962,33
88160,78039,33
1003,82610,33
31090,85731,33
5379,85908,33
46136,90922,33
12781,96923,33
34004,98938,33
999,1002,34
8956,8954,34
11434,11433,34
14167,14168,34
18426,18425,34
18553,18551,34
21742,21743,34
21742,21744,34
25003,24999,34
28952,28953,34
33514,33513,34
38079,38077,34
50433,50439,34
52661,52662,34
64243,64244,34
66625,66623,34
74918,74923,34
87488,87487,34
97153,97154,34
98167,98168,34
49570,29760,34
95136,30202,34
58915,38817,34
95136,55702,34
33810,56693,34
17758,74401,34
5817,1273,34
18553,3600,34
69897,3864,34
31090,4112,34
52539,4321,34
95893,5024,34
57780,5970,34
51290,7156,34
12314,7202,34
47635,8820,34
67748,8976,34
40569,11349,34
84390,13112,34
54697,15932,34
59970,16360,34
47301,17564,34
46136,20776,34
26471,20924,34
57780,22311,34
20901,27237,34
18690,30754,34
97153,32679,34
60565,32687,34
72708,34316,34
48348,36583,34
95526,40055,34
40911,42073,34
90025,42223,34
37080,43085,34
97081,45148,34
80836,45288,34
46136,46732,34
26438,47475,34
96648,48109,34
56496,48896,34
66625,49721,34
12862,50301,34
46136,51820,34
12862,52756,34
1003,55495,34
26438,56072,34
65988,58051,34
18426,58431,34
8956,58723,34
23629,58744,34
11434,58883,34
72277,59049,34
28952,63032,34
999,66957,34
16651,68702,34
5817,69228,34
48097,69514,34
52539,70339,34
50449,70954,34
26471,71897,34
46136,73005,34
80836,75642,34
71962,79011,34
97153,79872,34
40569,80312,34
97081,85193,34
38616,85585,34
95893,86685,34
57780,90269,34
18690,92369,34
5817,94335,34
96648,98830,34
8956,99482,34
18690,45,34
94132,908,34
60812,3092,34
66625,6523,34
28952,7667,34
12781,8730,34
98652,10254,34
49266,15171,34
21742,15247,34
18553,16666,34
64654,18394,34
46136,18428,34
97081,22508,34
49921,23183,34
33180,24500,34
67146,27404,34
24103,27508,34
1672,30291,34
21742,30648,34
407,30871,34
58915,32661,34
12314,33208,34
98167,34906,34
59932,37307,34
97081,39343,34
1671,41406,34
47635,42117,34
86716,43044,34
7088,43156,34
87488,44777,34
38615,44890,34
43155,45177,34
21742,45616,34
1705,48716,34
72705,49969,34
78288,50327,34
31090,50740,34
60812,51816,34
86713,55990,34
17181,59084,34
9177,60524,34
67148,61752,34
63791,62736,34
58915,63841,34
78288,64664,34
58915,66504,34
87787,72628,34
15054,82495,34
63135,86773,34
46136,88969,34
87488,91902,34
30134,92028,34
33180,92982,34
407,405,35
4623,4624,35
6288,6289,35
7088,7087,35
16651,16652,35
20938,20937,35
27626,27627,35
28952,28954,35
33180,33179,35
33180,33181,35
42803,42804,35
44341,44339,35
45389,45390,35
48348,48352,35
49569,49571,35
50433,50434,35
50433,50438,35
51049,51050,35
53579,53583,35
61285,61284,35
62574,62575,35
62574,62576,35
62593,62594,35
62818,62819,35
63137,63134,35
65018,65017,35
71900,71901,35
82873,82874,35
91116,91118,35
91879,91880,35
91956,91960,35
51853,19384,35
63791,27941,35
58915,31612,35
20938,68503,35
72279,68958,35
5568,96434,35
63135,2591,35
65018,2629,35
51049,3072,35
8038,3331,35
24709,5413,35
47635,5743,35
12314,6089,35
49572,6360,35
60812,7321,35
47356,9512,35
30362,10048,35
34004,10664,35
24103,10829,35
48097,11860,35
48097,12634,35
94483,15337,35
82235,15619,35
49572,16566,35
33534,20166,35
16651,20319,35
3856,23417,35
46625,23661,35
29688,25860,35
64654,26129,35
33534,26929,35
47635,27913,35
28952,28399,35
18553,31433,35
18690,35754,35
28952,36418,35
18553,41843,35
95112,42339,35
47356,42654,35
94132,42949,35
91344,46837,35
97081,47376,35
16651,50467,35
51049,52771,35
48097,54471,35
94488,54721,35
48097,54825,35
57348,57799,35
67101,58494,35
58831,59102,35
47356,59302,35
18553,59814,35
38981,64143,35
57780,64849,35
63135,65520,35
21248,69715,35
95112,73141,35
64071,75312,35
84390,76856,35
64071,77218,35
94488,78034,35
11434,78478,35
24103,78638,35
47505,78989,35
94139,80738,35
95893,81072,35
51049,83974,35
48097,84968,35
48328,87854,35
50449,88040,35
51049,89263,35
64071,89572,35
92450,89785,35
991,98794,35
98167,1201,35
30432,5014,35
63791,6009,35
94132,7657,35
21742,7687,35
34003,10672,35
7821,11053,35
18690,12344,35
40568,12469,35
31090,12786,35
99162,14374,35
12781,19565,35
33514,19664,35
25832,20356,35
32620,22077,35
45389,22432,35
33534,23727,35
38615,24101,35
50449,26246,35
45389,28430,35
50433,29978,35
91344,30366,35
81365,33536,35
64243,34402,35
63135,35175,35
94132,45733,35
51853,48077,35
7821,48122,35
45389,56599,35
53579,59384,35
46136,60037,35
54008,60544,35
45389,63691,35
84390,64538,35
34004,67483,35
67150,67839,35
45389,68459,35
19835,70020,35
1705,70994,35
33180,71104,35
34003,78235,35
999,79026,35
37080,79475,35
87488,79826,35
16665,80246,35
53579,81292,35
79076,81799,35
65311,81931,35
94132,82574,35
53579,83221,35
38519,84321,35
25832,88709,35
18553,89034,35
15899,90332,35
51049,91442,35
40569,93781,35
999,94690,35
14167,95272,35
97080,96765,35
1705,1704,36
1705,1706,36
1964,1963,36
6288,6287,36
6914,6916,36
11434,11436,36
12862,12861,36
14166,14169,36
16651,16654,36
16665,16664,36
18553,18552,36
21248,21245,36
26471,26472,36
27626,27628,36
30362,30363,36
30362,30364,36
38981,38982,36
43984,43983,36
44545,44543,36
47744,47745,36
48711,48712,36
51290,51291,36
53579,53580,36
53579,53581,36
53579,53582,36
54008,54010,36
54367,54366,36
57348,57350,36
58831,58830,36
59429,59434,36
59932,59933,36
60515,60517,36
64071,64068,36
64071,64070,36
64994,64995,36
66622,66624,36
71660,71658,36
84161,84160,36
84390,84393,36
84628,84629,36
86383,86384,36
86713,86714,36
95136,95135,36
97634,97635,36
98292,98290,36
99162,99163,36
99162,99164,36
97301,4651,36
22735,12514,36
97301,32098,36
22735,47152,36
92663,88512,36
28168,89999,36
32620,1275,36
8452,1278,36
67150,2250,36
65988,4482,36
90025,4729,36
47356,4902,36
95526,5668,36
74346,5944,36
64071,6387,36
48097,7688,36
71660,8134,36
33514,8713,36
57348,9221,36
72334,12107,36
50449,14715,36
21248,15641,36
72708,16919,36
70979,17699,36
70979,17883,36
84390,18202,36
20658,18489,36
18690,19363,36
71660,20100,36
12781,20967,36
18690,21214,36
9802,25032,36
25832,26098,36
25854,29809,36
16651,31287,36
31946,33498,36
6914,35114,36
1390,37864,36
9802,38154,36
97153,43773,36
95893,45202,36
71185,46164,36
72334,49657,36
40568,49833,36
78288,52318,36
16651,52548,36
64071,57426,36
63135,57994,36
31090,59470,36
82816,61872,36
95526,61995,36
26551,63716,36
95893,63997,36
7379,65026,36
97083,68514,36
18553,69041,36
84628,70942,36
84628,71687,36
16651,72737,36
94488,72938,36
59970,72999,36
56496,73052,36
38036,75853,36
12314,77423,36
85846,77758,36
47301,81418,36
18553,82011,36
80311,84733,36
70979,84947,36
71660,86732,36
60515,87695,36
70979,87913,36
29688,90434,36
69897,90790,36
97081,94644,36
50449,97273,36
64071,97382,36
26551,99323,36
53579,1977,36
69900,3087,36
97554,3183,36
84628,3482,36
6179,11813,36
47352,13053,36
3243,15737,36
90025,18949,36
4623,22662,36
53579,25752,36
47744,28561,36
60515,30159,36
78498,30274,36
1390,31045,36
56496,31082,36
69897,33359,36
64071,36907,36
67748,38012,36
33534,41203,36
67148,41537,36
12781,42734,36
45389,44850,36
52660,45143,36
97083,46397,36
85779,48154,36
21742,49481,36
30362,49536,36
30752,49841,36
80715,50625,36
71962,50808,36
21248,51500,36
34003,51676,36
90025,56089,36
97153,58376,36
6914,58712,36
66625,60327,36
20489,60962,36
53579,64721,36
8038,65277,36
32687,68040,36
46625,71435,36
12314,71955,36
53579,72824,36
16665,75487,36
38519,81122,36
16651,83911,36
1705,84020,36
6914,85777,36
86383,87638,36
64071,88050,36
26551,89808,36
47744,90976,36
22735,92848,36
67150,95733,36
90025,96442,36
49569,96849,36
6914,6915,37
8542,8546,37
11209,11210,37
17181,17182,37
18690,18691,37
21248,21244,37
21260,21261,37
21260,21262,37
23865,23863,37
23865,23867,37
24378,24379,37
26470,26474,37
27513,27514,37
27513,27515,37
33055,33053,37
38036,38034,37
38981,38983,37
48097,48096,37
48348,48350,37
50449,50448,37
51853,51851,37
57348,57349,37
58831,58828,37
58831,58829,37
62736,62737,37
63132,63133,37
63871,63873,37
64224,64223,37
64256,64254,37
64439,64437,37
64439,64438,37
72279,72278,37
80311,80310,37
80319,80316,37
80319,80317,37
80836,80838,37
84628,84626,37
88801,88802,37
91344,91346,37
97554,97553,37
74401,4187,37
58915,34212,37
95136,52805,37
43155,89089,37
80715,93831,37
24378,30,37
70979,34,37
85846,833,37
40569,3556,37
27513,4922,37
49572,8449,37
48095,10429,37
6285,10910,37
18553,11626,37
64439,13189,37
69900,13988,37
2169,14179,37
48097,14295,37
26551,15868,37
76867,16332,37
77490,17275,37
47356,17501,37
53579,18622,37
6914,20205,37
24378,20598,37
32687,21166,37
76670,21923,37
90025,22367,37
85846,23287,37
16651,27811,37
12862,28458,37
27513,29011,37
95112,29911,37
26551,31040,37
64224,31551,37
85776,33312,37
43866,34399,37
21248,36684,37
43085,37338,37
94488,37426,37
97084,37974,37
48095,39569,37
40568,41265,37
43085,43346,37
72202,44652,37
46625,45951,37
91902,46105,37
2581,46809,37
42803,47142,37
94335,47347,37
24378,49924,37
74346,50425,37
4112,50550,37
7154,51184,37
33055,51482,37
27513,52453,37
26471,53833,37
27513,53973,37
56496,54370,37
53579,57785,37
29688,59597,37
47354,60767,37
88088,61730,37
53579,62470,37
53579,63085,37
56496,65747,37
64439,68171,37
3856,72069,37
43866,72987,37
27513,74543,37
2581,74716,37
23416,76583,37
23614,80181,37
29688,80206,37
41135,82373,37
47635,83166,37
85585,84294,37
43085,86931,37
80311,88488,37
26551,88618,37
65018,89146,37
1672,92843,37
85776,96327,37
24709,97020,37
58831,280,37
53579,619,37
13267,836,37
17758,2005,37
21260,2744,37
47810,3881,37
70979,6769,37
23416,7330,37
7819,7551,37
21260,8992,37
47356,12521,37
31090,16017,37
53579,19809,37
86686,20010,37
71187,21564,37
16665,26280,37
74401,27315,37
29688,29106,37
97154,31087,37
21742,31520,37
26551,32382,37
6285,32832,37
12314,38174,37
60515,40236,37
19784,40629,37
72202,40740,37
67473,45694,37
97154,47641,37
43085,54160,37
43085,54329,37
48328,55417,37
78288,56721,37
16665,56773,37
43044,57701,37
58915,58380,37
71258,58558,37
15247,59919,37
59970,60210,37
49569,60834,37
18553,62346,37
95525,64663,37
24378,65166,37
94140,66612,37
50433,66702,37
16651,67221,37
27626,67550,37
78808,68937,37
24378,69179,37
85585,69356,37
74602,70651,37
8956,70662,37
78808,70819,37
54367,72799,37
76867,76711,37
6179,81374,37
15247,82050,37
2579,82518,37
23416,84818,37
49266,85998,37
28104,86470,37
6285,87139,37
61752,87259,37
94335,87949,37
18426,88230,37
27908,88955,37
51049,89206,37
53579,90412,37
38036,91575,37
24378,91755,37
80679,93771,37
28198,94124,37
18502,95342,37
82873,95580,37
16651,96698,37
80319,99596,37
18553,99966,37
3856,3858,38
3856,3860,38
6179,6180,38
7088,7085,38
8542,8543,38
12344,12343,38
13112,13113,38
13267,13270,38
15171,15172,38
17477,17475,38
17803,17801,38
17803,17804,38
20487,20490,38
21260,21265,38
25032,25035,38
27580,27579,38
33208,33207,38
34316,34315,38
38036,38035,38
38817,38819,38
43085,43084,38
43261,43262,38
48348,48347,38
52756,52755,38
57348,57351,38
59084,59085,38
64243,64242,38
64538,64539,38
74401,74402,38
74602,74600,38
77490,77494,38
80311,80313,38
82495,82496,38
85776,85778,38
85846,85844,38
85846,85845,38
86383,86382,38
86685,86682,38
93204,93205,38
94335,94334,38
95893,95894,38
97651,97649,38
98938,98936,38
99689,99690,38
29760,14196,38
58915,25055,38
67145,48179,38
80893,52293,38
80715,57132,38
29760,82846,38
91956,99626,38
24378,840,38
60544,2401,38
24378,2416,38
97084,2647,38
27580,2926,38
96765,4503,38
27513,5792,38
33534,8258,38
27237,8633,38
99482,9372,38
63841,12368,38
78478,17346,38
94460,18205,38
