Parent,Child,Origin_time
7358,5456,22
7358,5662,22
2248,6829,22
9259,6906,22
1906,7110,22
8854,7299,22
1208,1542,22
9259,2107,22
2213,2133,22
2367,2673,22
8121,2674,22
3181,2822,22
5977,4089,22
7358,4412,22
890,6192,22
6785,6557,22
8393,7357,22
9325,8389,22
4517,9753,22
8747,9988,22
516,517,23
2246,2244,23
2246,2245,23
2567,2568,23
3449,3446,23
5484,5486,23
5541,5542,23
5640,5641,23
6314,6312,23
6314,6313,23
8543,8544,23
9376,9377,23
9436,9438,23
9475,9474,23
9752,9754,23
9824,9825,23
9957,9956,23
2213,3064,23
2243,4514,23
2243,8730,23
9022,214,23
2481,1377,23
2246,1502,23
7126,1709,23
9325,2078,23
1208,2301,23
8854,3882,23
1208,4344,23
5216,4951,23
940,5307,23
6314,5334,23
9901,6189,23
7908,6241,23
4352,6765,23
8747,7116,23
8991,7640,23
7358,7679,23
9022,8368,23
8991,9111,23
9475,9233,23
9593,9530,23
9475,9542,23
7747,933,23
7358,1179,23
2246,1908,23
1871,3366,23
5697,3581,23
9022,4649,23
8427,4732,23
2246,4776,23
5216,5664,23
940,5881,23
5977,6498,23
8991,7073,23
1871,7403,23
9957,8385,23
5484,9402,23
6521,9499,23
2614,9782,23
43,42,24
890,889,24
1208,1209,24
2614,2617,24
3378,3379,24
3378,3380,24
4309,4308,24
6770,6771,24
6778,6777,24
7240,7236,24
7656,7653,24
7656,7654,24
7656,7655,24
8121,8120,24
8747,8746,24
9901,9902,24
2213,1931,24
24,5644,24
6081,7652,24
9824,98,24
9475,240,24
9154,599,24
6314,711,24
5484,799,24
4352,1144,24
5690,1823,24
2481,2960,24
341,3094,24
6314,3129,24
9259,4187,24
1872,4191,24
157,5619,24
940,5666,24
9376,5743,24
6930,6151,24
9464,6572,24
9242,6687,24
8747,7243,24
9824,7312,24
8294,7750,24
6314,8438,24
515,8498,24
940,9200,24
6314,9792,24
9593,549,24
9325,679,24
3449,702,24
516,958,24
6785,1353,24
2372,2033,24
5484,2964,24
7656,3469,24
8294,4072,24
2246,4100,24
9259,4287,24
2215,4313,24
6314,4743,24
9901,4916,24
5979,5173,24
9376,5510,24
9901,5689,24
5155,6072,24
9901,6127,24
6081,6153,24
8333,6739,24
1600,7149,24
5484,8033,24
516,8317,24
8119,8705,24
43,41,25
890,891,25
2202,2200,25
2811,2812,25
2939,2942,25
3489,3488,25
8427,8424,25
8984,8987,25
9218,9219,25
9218,9221,25
9595,5986,25
2213,7992,25
4352,175,25
5977,474,25
6778,964,25
6314,1304,25
8984,1617,25
9990,2379,25
2246,3460,25
8294,3546,25
7095,3641,25
7358,3658,25
7550,3767,25
6314,4127,25
9376,4506,25
6831,5170,25
7656,6501,25
114,6546,25
9464,6563,25
940,7727,25
8543,8873,25
8119,8930,25
6933,8942,25
7095,9599,25
8854,91,25
5021,1124,25
9325,1210,25
4118,1887,25
8747,2062,25
7096,2120,25
890,2272,25
7097,2896,25
3181,3073,25
562,3174,25
6831,3858,25
541,3888,25
7097,4552,25
8427,4668,25
7982,4851,25
9464,5068,25
7975,5267,25
1294,5460,25
2570,6033,25
9595,6079,25
2213,6344,25
9901,6607,25
8984,7054,25
9436,7430,25
7975,7469,25
253,7864,25
43,8469,25
2972,8564,25
6831,8663,25
542,9723,25
2939,2938,26
3316,3320,26
3462,3461,26
4093,4092,26
4093,4094,26
4514,4512,26
4517,4518,26
5224,5222,26
6028,6026,26
6687,6688,26
6687,6690,26
8393,8392,26
8543,8542,26
8984,8985,26
9376,9378,26
6519,5898,26
2719,5928,26
2243,6495,26
2243,6772,26
114,628,26
9990,992,26
2246,1130,26
6785,1189,26
9824,1222,26
1208,1885,26
6831,2222,26
3012,2888,26
3449,2993,26
6831,3029,26
2133,3083,26
9218,3349,26
5465,3515,26
1208,4322,26
7097,4582,26
7358,4953,26
6778,5204,26
2372,6513,26
3012,7093,26
9218,7255,26
8984,7462,26
7097,8090,26
5541,8871,26
7155,8940,26
3012,9008,26
2939,9359,26
9218,9472,26
7155,9729,26
5337,9769,26
9218,9908,26
7095,623,26
1872,911,26
9957,1094,26
939,1311,26
2243,2472,26
5465,3293,26
6785,3358,26
4514,3368,26
4985,3497,26
890,3993,26
4114,4213,26
2215,4331,26
7095,4669,26
6189,4862,26
5224,5620,26
9242,6333,26
7155,7083,26
562,7309,26
5881,7967,26
7110,8336,26
2567,8648,26
9203,8893,26
7244,9317,26
1294,9663,26
238,237,27
516,518,27
538,539,27
1353,1352,27
3581,3583,27
4093,4091,27
4114,4115,27
5978,5979,27
6831,6830,27
7110,7109,27
7975,7977,27
8121,8122,27
8368,8366,27
8368,8367,27
8991,8990,27
9111,9110,27
2719,53,27
4514,2693,27
24,5617,27
2719,6068,27
6519,7916,27
9902,9246,27
2941,85,27
3012,898,27
8294,1084,27
6831,1160,27
7240,1384,27
538,1602,27
5484,1692,27
79,2311,27
6831,2535,27
9901,2596,27
8368,2658,27
3012,3069,27
7155,3375,27
2939,3405,27
5978,4052,27
538,4070,27
1298,4556,27
7155,4931,27
1353,4932,27
238,5148,27
6785,5207,27
5881,5725,27
3449,6435,27
3012,7156,27
6189,7714,27
9111,7762,27
3082,7776,27
3449,8024,27
538,8514,27
9901,8809,27
2246,9019,27
6785,9847,27
4985,52,27
5881,480,27
4093,544,27
5334,597,27
8747,601,27
114,951,27
1433,1005,27
7110,1057,27
4878,2919,27
6750,3406,27
2215,3450,27
7110,3627,27
4514,3637,27
8655,4033,27
9957,4279,27
3462,4291,27
2614,4594,27
2960,5046,27
311,5071,27
9218,5723,27
6314,5862,27
3012,6446,27
3012,6628,27
9464,6669,27
4514,6724,27
7097,6795,27
4114,6865,27
7155,6952,27
2215,6975,27
8296,7356,27
1353,7386,27
2570,8139,27
4352,8209,27
9325,8824,27
43,9549,27
24,23,28
538,540,28
702,703,28
1094,1096,28
3073,3074,28
3658,3654,28
3858,3856,28
3858,3857,28
3858,3859,28
3858,3860,28
4878,4875,28
5465,5464,28
6192,6194,28
6572,6570,28
6572,6574,28
6750,6749,28
7652,7650,28
7652,7651,28
7727,7728,28
8051,8053,28
8705,8704,28
8984,8983,28
2811,713,28
4504,914,28
9902,2059,28
4514,3724,28
1908,3942,28
1908,6713,28
3710,7067,28
24,7397,28
8296,7418,28
5881,1535,28
3658,1621,28
6829,1929,28
6785,2732,28
5881,2909,28
341,3036,28
6333,3283,28
7097,3432,28
9242,3441,28
7155,3708,28
3790,3755,28
3181,4209,28
8705,4580,28
940,4581,28
2264,4868,28
9901,5478,28
3658,5544,28
8991,5811,28
6658,6118,28
3658,6860,28
9825,6985,28
3073,7013,28
7727,8224,28
7110,8322,28
6831,8408,28
9901,8480,28
3012,8512,28
6572,8530,28
8368,9588,28
2812,12,28
7727,775,28
2570,938,28
1129,975,28
8119,1020,28
7155,1136,28
7155,1166,28
8296,2208,28
6312,2782,28
3073,3102,28
2570,3346,28
2264,3389,28
8033,3512,28
8705,3929,28
7096,4385,28
2939,4824,28
6189,4855,28
9825,4930,28
3790,5557,28
7727,5567,28
6501,5789,28
1709,6048,28
4600,6092,28
5224,6466,28
2372,6489,28
702,6547,28
8296,6714,28
3073,6753,28
3658,6909,28
1433,7057,28
2719,7423,28
541,7989,28
7727,8284,28
3858,8377,28
1873,8662,28
6046,9014,28
3858,9370,28
1353,9444,28
1353,9648,28
157,158,29
538,537,29
599,598,29
992,990,29
1144,1141,29
1208,1211,29
3378,3381,29
3658,3655,29
4187,4186,29
4582,4583,29
5334,5335,29
6501,6502,29
6572,6569,29
7073,7070,29
7244,7245,29
7656,7657,29
7864,7867,29
8368,8369,29
8873,8874,29
8873,8875,29
8880,8879,29
8564,216,29
4514,1116,29
9902,2442,29
8663,3086,29
8564,5288,29
9022,109,29
3658,342,29
5216,595,29
3489,895,29
3012,1068,29
4951,1253,29
3658,1538,29
3073,1573,29
8873,1978,29
8368,2289,29
3460,3100,29
9472,3422,29
1985,3666,29
1353,3694,29
5173,3871,29
8469,4021,29
8705,5030,29
1144,6093,29
7096,6681,29
1144,6815,29
3012,7056,29
6687,7074,29
9464,7144,29
8368,7488,29
4093,8154,29
8747,8740,29
5541,8781,29
9825,8909,29
4308,9000,29
6153,9293,29
3581,9724,29
2941,9739,29
7727,9778,29
1252,469,29
3858,512,29
5155,668,29
9218,1107,29
5533,1525,29
7110,1559,29
9825,1738,29
8873,2154,29
7244,2534,29
6046,2928,29
7155,3540,29
6312,3617,29
8368,3965,29
7727,4969,29
2215,5114,29
7110,5445,29
5881,5891,29
9317,5899,29
7640,5907,29
7244,6170,29
541,6225,29
7727,6409,29
9474,6524,29
5216,6611,29
6933,6768,29
9111,6997,29
175,7535,29
8385,7732,29
2264,7737,29
4582,7881,29
7244,7893,29
6028,8026,29
4732,8276,29
4093,8699,29
9464,9253,29
3658,9439,29
7110,9623,29
2214,9728,29
101,103,30
958,962,30
1144,1140,30
1353,1354,30
2264,2265,30
3460,3463,30
3790,3791,30
5307,5306,30
5460,5458,30
5640,5642,30
6573,6571,30
6690,6689,30
7727,7726,30
7727,7730,30
8322,8321,30
8705,8702,30
9008,9009,30
9008,9010,30
9111,9109,30
9542,9544,30
9902,9901,30
4514,180,30
2617,1745,30
2213,4440,30
2243,6408,30
7864,8761,30
958,9849,30
7656,188,30
9464,312,30
1160,451,30
518,495,30
2366,698,30
9825,752,30
8469,1101,30
9008,1143,30
5267,1263,30
623,1864,30
2264,2069,30
7309,2924,30
8987,3203,30
9317,3485,30
5334,3535,30
8705,3680,30
240,4637,30
4506,5612,30
9022,5747,30
9825,6309,30
4506,6431,30
9008,6564,30
8987,6654,30
9317,7249,30
6930,7550,30
3073,8161,30
4875,8411,30
3658,8569,30
8987,8593,30
6829,8668,30
3882,8675,30
8942,8777,30
6446,9264,30
98,9481,30
6831,9622,30
1887,9747,30
98,171,30
5460,305,30
6446,1255,30
3790,1793,30
9599,1821,30
6573,1914,30
5460,2266,30
5460,2370,30
3469,2386,30
8873,2429,30
4552,4980,30
8871,5203,30
4556,5562,30
518,5592,30
3790,5918,30
6607,5942,30
4600,6231,30
1160,6497,30
9008,6623,30
8871,6726,30
7309,7072,30
8498,7457,30
8122,7954,30
6028,8018,30
799,8164,30
7727,8243,30
958,8462,30
9317,8538,30
8090,8547,30
3181,8743,30
5541,8772,30
891,8968,30
9542,9080,30
7155,9262,30
8987,9272,30
8871,9460,30
518,9491,30
237,9535,30
2366,9801,30
898,899,31
958,960,31
1887,1888,31
1929,1926,31
1929,1927,31
1929,1928,31
2617,2616,31
3069,3070,31
3515,3514,31
3658,3653,31
4070,4071,31
5046,5044,31
5564,5563,31
5664,5665,31
6026,6025,31
6028,6027,31
6446,6445,31
7309,7306,31
7430,7433,31
7864,7866,31
7989,7990,31
8564,8563,31
8824,8825,31
8871,8870,31
9022,9023,31
9847,9848,31
8564,350,31
1908,1026,31
4514,1408,31
5986,1585,31
891,3259,31
5644,6512,31
2617,6624,31
7652,7413,31
5222,47,31
4862,86,31
1208,198,31
2246,201,31
6829,324,31
6831,371,31
6026,815,31
5267,1234,31
341,1872,31
1353,1919,31
3658,2606,31
4668,2621,31
5725,2677,31
7054,3404,31
3882,3744,31
8987,3783,31
7727,3937,31
1144,4193,31
8987,4233,31
1929,4249,31
7255,4546,31
4070,4893,31
8871,4956,31
5021,5007,31
5725,5237,31
8873,5394,31
8139,5472,31
8987,5483,31
5222,5849,31
9530,5883,31
5725,5959,31
9008,5972,31
4070,6041,31
3449,6892,31
5456,7104,31
7097,7398,31
9008,7458,31
8368,7763,31
4985,7869,31
6831,7885,31
4127,7919,31
9008,8016,31
1352,8137,31
1144,8192,31
3462,8272,31
2078,8450,31
7110,8534,31
8987,8635,31
7359,8779,31
703,8905,31
1929,8924,31
5881,9024,31
3933,9276,31
3583,9345,31
4127,9433,31
8987,9746,31
9008,9796,31
8987,9841,31
9957,121,31
2964,184,31
3460,280,31
8893,519,31
6771,557,31
2078,670,31
6573,719,31
8873,1014,31
2570,1198,31
6344,1231,31
3073,1292,31
5725,1545,31
628,1564,31
8871,1962,31
6026,2221,31
8871,2269,31
2246,2384,31
5460,2547,31
4070,2634,31
9902,2710,31
5046,3023,31
8942,3056,31
6690,3219,31
7109,3337,31
23,3444,31
1908,3667,31
5725,3742,31
1985,4148,31
7727,4688,31
889,4973,31
3790,5326,31
7359,5373,31
1352,5429,31
2960,5438,31
3617,5442,31
5986,5509,31
2617,5606,31
5460,5830,31
8893,5903,31
41,6277,31
3790,6324,31
518,6330,31
703,6599,31
2617,6881,31
9019,7071,31
8871,7313,31
2568,7334,31
6026,7395,31
8871,7468,31
7640,7500,31
6192,7528,31
9317,7540,31
7149,7931,31
5725,7994,31
8987,8029,31
23,8074,31
4070,8110,31
1887,8320,31
6344,8646,31
1252,8677,31
3658,8906,31
2568,8982,31
6048,9033,31
9474,9150,31
9008,9755,31
679,680,32
702,701,32
898,900,32
958,961,32
1107,1106,32
2939,2940,32
3069,3072,32
3583,3582,32
3617,3618,32
3627,3628,32
3708,3704,32
3708,3705,32
3708,3706,32
4127,4126,32
4552,4551,32
4552,4553,32
4862,4865,32
5222,5221,32
5644,5643,32
6344,6341,32
6344,6343,32
6344,6346,32
6654,6650,32
6768,6767,32
6820,6822,32
7067,7065,32
7083,7082,32
7430,7431,32
7430,7432,32
8209,8212,32
8530,8528,32
8530,8529,32
8542,8546,32
8893,8894,32
9847,9846,32
1931,141,32
8296,386,32
5460,1679,32
3724,1912,32
5986,7206,32
6865,7406,32
1931,9866,32
7727,267,32
3069,318,32
9639,319,32
4556,608,32
85,841,32
964,864,32
6777,1000,32
1353,1044,32
4070,1154,32
9825,1883,32
175,2114,32
6831,2548,32
8873,2691,32
3320,2835,32
8873,2973,32
7083,3356,32
1166,4499,32
8871,4881,32
3512,4958,32
5725,4965,32
6026,5388,32
2909,5392,32
5725,5817,32
2200,6126,32
9014,6539,32
1166,6894,32
515,6896,32
3790,6987,32
6831,7352,32
5725,7467,32
3617,7553,32
6669,7717,32
6547,7729,32
6312,8226,32
8747,8357,32
703,8507,32
3708,8574,32
3069,8595,32
679,8763,32
992,9127,32
5484,9198,32
3641,9223,32
4070,9757,32
9008,9907,32
53,104,32
4070,353,32
3856,457,32
6669,579,32
5267,745,32
5725,944,32
4070,1199,32
6829,1487,32
9902,1822,32
6771,1877,32
4070,2034,32
5173,2143,32
938,2657,32
9472,2664,32
8705,2867,32
8893,3661,32
2909,3776,32
7656,3896,32
9111,4339,32
8942,4400,32
6026,4676,32
7916,5363,32
3497,5587,32
9317,6224,32
8542,6267,32
6777,6303,32
1353,6693,32
9008,7121,32
1929,7142,32
4582,7202,32
7109,7349,32
7109,7421,32
3933,7569,32
8871,7814,32
3073,7971,32
41,8175,32
3461,8199,32
4308,8239,32
1208,8327,32
8873,8333,32
2596,8439,32
8871,8440,32
6314,8448,32
6829,8860,32
8987,9114,32
8705,9126,32
6687,9326,32
958,9466,32
5725,9804,32
8408,9936,32
3856,9970,32
85,84,33
713,714,33
1101,1102,33
1166,1167,33
1931,1930,33
2059,2060,33
2568,2567,33
2596,2595,33
2617,2615,33
3203,3201,33
3320,3317,33
3320,3318,33
3515,3513,33
3641,3643,33
3658,3656,33
4092,4093,33
4878,4876,33
5789,5788,33
5789,5790,33
6497,6500,33
7309,7307,33
7640,7639,33
8425,8426,33
8668,8670,33
8704,8703,33
8746,8747,33
8824,8822,33
8893,8895,33
8983,651,33
8122,1649,33
8983,4224,33
7652,7445,33
4092,8001,33
958,8718,33
958,8813,33
6547,365,33
1352,573,33
7714,1248,33
6771,1401,33
8987,1741,33
4969,2234,33
6189,2294,33
5723,2375,33
8824,2441,33
3069,2577,33
2078,2746,33
540,2815,33
2939,2916,33
540,2944,33
5723,2989,33
3083,3164,33
5725,3192,33
7312,3281,33
7714,3340,33
4582,3558,33
5544,3614,33
7655,3712,33
1793,3756,33
7714,3761,33
4070,3919,33
7640,3970,33
3859,4053,33
540,4165,33
2311,4421,33
1985,4430,33
2535,4564,33
2909,4737,33
7359,5090,33
3512,5125,33
6497,5126,33
5544,5230,33
1166,5447,33
9530,5742,33
7727,6019,33
540,6171,33
7714,6537,33
6831,6752,33
4518,6810,33
7732,6977,33
4070,7000,33
8871,7041,33
8942,7241,33
7714,7863,33
9008,8152,33
4953,8308,33
540,8592,33
7651,8802,33
3859,9094,33
6312,9184,33
6572,9613,33
4070,9635,33
6446,9713,33
9008,118,33
6669,142,33
2215,191,33
85,276,33
4070,885,33
539,937,33
713,1029,33
6777,1148,33
6669,1430,33
6497,1614,33
4411,1652,33
8704,1697,33
4514,1786,33
2617,1915,33
3346,2047,33
8983,2988,33
1160,3046,33
6831,3267,33
2033,3279,33
5114,3393,33
5544,4016,33
4743,4207,33
8983,4257,33
2370,4380,33
2370,4483,33
5640,4567,33
8385,4639,33
8322,4989,33
5725,5136,33
237,5302,33
958,5370,33
2370,5375,33
9378,5593,33
8871,5781,33
8322,6227,33
703,6716,33
518,7257,33
540,7532,33
540,7608,33
7714,7698,33
4070,8049,33
9792,8178,33
1166,8183,33
8139,8447,33
4092,9578,33
8983,9829,33
85,83,34
171,170,34
451,450,34
451,452,34
752,750,34
775,773,34
775,774,34
864,862,34
2429,2428,34
2617,2619,34
2909,2907,34
3203,3200,34
3203,3202,34
3219,3218,34
3259,3260,34
4339,4337,34
4980,4979,34
5046,5045,34
5114,5113,34
5612,5611,34
6524,6526,34
6654,6651,34
6654,6652,34
7714,7713,34
8408,8409,34
8563,8567,34
8781,8780,34
8909,8908,34
9444,9446,34
9464,9465,34
9535,9533,34
9535,9534,34
9724,9727,34
9796,9795,34
3259,1653,34
4092,2061,34
8860,3749,34
5460,4319,34
702,4918,34
3346,5190,34
8983,6807,34
3346,6944,34
3259,9721,34
8871,21,34
1929,154,34
8930,183,34
2429,712,34
5612,746,34
7737,1317,34
6611,1392,34
4969,1400,34
3791,1643,34
2909,1746,34
8322,1946,34
2429,2293,34
5438,2363,34
9535,2654,34
6547,2788,34
3203,2794,34
8530,3001,34
8705,3175,34
2596,3196,34
4308,3226,34
7155,3336,34
8530,3517,34
1864,3629,34
3203,3781,34
6669,4055,34
451,4134,34
1353,4204,34
1928,4454,34
7359,4819,34
3497,4921,34
9008,5142,34
7714,5210,34
8871,5915,34
342,5932,34
6277,6104,34
8272,6401,34
4506,6698,34
5222,6732,34
2732,6785,34
8209,6878,34
6189,6880,34
938,6969,34
9535,7015,34
9746,7501,34
2909,7502,34
8272,7745,34
1166,7748,34
557,7754,34
4868,7809,34
3203,8303,34
9778,8344,34
1166,8365,34
9535,8994,34
7309,9106,34
9796,9278,34
3203,9469,34
5438,9553,34
3219,9732,34
9728,9880,34
8139,39,34
8983,185,34
7406,219,34
540,323,34
2370,428,34
4094,578,34
4213,759,34
1433,860,34
9902,913,34
8987,1158,34
3641,1300,34
2732,1587,34
8137,1824,34
4070,1902,34
41,2565,34
4308,2727,34
4092,2848,34
8871,2849,34
2370,2889,34
4339,2945,34
6777,2960,34
1573,2962,34
1101,3039,34
9847,3229,34
91,3338,34
8224,3350,34
9901,3483,34
8871,3484,34
775,3487,34
9491,3693,34
9622,3718,34
7714,3803,34
9622,3927,34
7093,4237,34
628,4369,34
4969,4500,34
519,4619,34
9008,4690,34
5046,4779,34
9622,4840,34
4514,4899,34
7975,5159,34
3036,5176,34
5114,5218,34
539,5250,34
1864,5355,34
8860,5572,34
3073,5621,34
1353,5965,34
1212,6085,34
3505,6301,34
752,6340,34
5170,6426,34
8564,6727,34
8906,6844,34
3710,7476,34
6313,7841,34
7640,8031,34
3858,8036,34
1160,8043,34
3346,8581,34
1738,8726,34
6547,9034,34
6497,9051,34
9535,9141,34
891,9265,34
8705,9389,34
7155,9618,34
5725,9889,34
864,866,35
1140,1142,35
1263,1262,35
1352,1353,35
1919,1918,35
1978,1976,35
2269,2270,35
2379,2377,35
2379,2380,35
2634,2638,35
3203,3197,35
3485,3486,35
3859,3858,35
5068,5069,35
5307,5303,35
5587,5588,35
6330,6329,35
6564,6565,35
6669,6672,35
6997,6999,35
7121,7118,35
7535,7536,35
7869,7868,35
7869,7870,35
7885,7887,35
7919,7917,35
7919,7920,35
7975,7976,35
8122,8117,35
8675,8676,35
8772,8770,35
8860,8857,35
8860,8858,35
9080,9078,35
9198,9196,35
9460,9461,35
9460,9463,35
9535,9536,35
9542,9541,35
9544,9543,35
9622,9624,35
9622,9625,35
9728,9730,35
9728,9731,35
9847,9844,35
900,2865,35
8983,6485,35
350,8526,35
8120,9201,35
5460,9346,35
3488,9974,35
8987,459,35
2269,554,35
540,615,35
3505,673,35
7881,700,35
7919,863,35
109,976,35
4021,988,35
9622,1112,35
4021,1244,35
5510,1266,35
5442,1284,35
6445,1548,35
7726,1748,35
4070,1840,35
7869,1916,35
962,1924,35
2379,2035,35
5363,2055,35
8563,2163,35
3744,2476,35
864,2498,35
2269,2625,35
6046,2921,35
7535,2975,35
6564,2981,35
4980,3033,35
495,3038,35
540,3520,35
7714,3780,35
9825,3792,35
2265,4049,35
8090,4274,35
7553,4366,35
7458,4604,35
2265,4911,35
3791,5009,35
540,5455,35
8272,5502,35
7054,5794,35
8677,5822,35
5903,5894,35
9264,6011,35
8824,6254,35
2732,6459,35
679,6562,35
9535,6685,35
6330,7217,35
8530,7325,35
7249,7451,35
85,7497,35
5612,7758,35
5612,7933,35
2311,8098,35
1978,8565,35
3356,8652,35
2379,8922,35
990,8937,35
1864,8964,35
540,8967,35
6564,9115,35
5612,9255,35
98,9258,35
2269,9501,35
4279,9540,35
9008,9706,35
2078,9760,35
9317,600,35
6997,836,35
975,1013,35
342,1016,35
3356,1087,35
6497,1221,35
3755,1402,35
1208,1542,35
3658,1650,35
5483,1761,35
5460,1791,35
3461,1940,35
9778,2028,35
5267,2155,35
3432,2209,35
7097,2393,35
8385,2400,35
540,2432,35
1144,2656,35
2621,2852,35
9433,3130,35
5460,3211,35
5460,3272,35
8272,3284,35
1559,3286,35
2621,3587,35
6497,3597,35
8320,4026,35
9936,4088,35
5544,4194,35
938,4404,35
9778,4456,35
